[x, y, w, h]=[122,194,221,257]
[x, y, w, h]=[329,191,349,233]

[x, y, w, h]=[220,194,302,282]
[x, y, w, h]=[128,194,221,257]
[x, y, w, h]=[1,264,38,358]
[x, y, w, h]=[333,191,350,233]

[x, y, w, h]=[129,194,223,258]
[x, y, w, h]=[221,195,302,283]
[x, y, w, h]=[2,265,38,357]

[x, y, w, h]=[130,194,227,257]
[x, y, w, h]=[220,194,301,283]
[x, y, w, h]=[3,265,42,359]

[x, y, w, h]=[221,195,301,282]
[x, y, w, h]=[134,194,228,256]
[x, y, w, h]=[4,265,44,358]

[x, y, w, h]=[219,194,301,283]
[x, y, w, h]=[138,193,231,258]
[x, y, w, h]=[5,265,48,357]

[x, y, w, h]=[144,195,230,256]
[x, y, w, h]=[217,194,301,283]
[x, y, w, h]=[6,265,51,360]

[x, y, w, h]=[218,194,302,284]
[x, y, w, h]=[147,194,230,257]

[x, y, w, h]=[219,193,301,284]
[x, y, w, h]=[150,195,230,256]

[x, y, w, h]=[220,193,301,284]
[x, y, w, h]=[153,190,223,241]
[x, y, w, h]=[17,256,57,369]

[x, y, w, h]=[219,193,301,284]
[x, y, w, h]=[160,193,231,242]
[x, y, w, h]=[20,252,59,403]

[x, y, w, h]=[220,193,301,284]
[x, y, w, h]=[162,193,232,245]
[x, y, w, h]=[22,256,63,398]

[x, y, w, h]=[220,193,301,285]
[x, y, w, h]=[165,192,235,248]
[x, y, w, h]=[23,259,67,398]
[x, y, w, h]=[57,212,73,242]

[x, y, w, h]=[221,193,301,284]
[x, y, w, h]=[169,190,238,250]
[x, y, w, h]=[26,258,68,402]

[x, y, w, h]=[220,192,301,285]
[x, y, w, h]=[171,189,237,249]
[x, y, w, h]=[27,256,70,415]

[x, y, w, h]=[220,193,301,285]
[x, y, w, h]=[172,189,237,249]
[x, y, w, h]=[29,256,72,415]

[x, y, w, h]=[220,192,301,286]
[x, y, w, h]=[174,188,235,249]
[x, y, w, h]=[29,258,75,415]

[x, y, w, h]=[218,193,301,285]
[x, y, w, h]=[178,189,238,246]
[x, y, w, h]=[33,260,80,415]

[x, y, w, h]=[218,194,301,285]
[x, y, w, h]=[180,189,239,246]
[x, y, w, h]=[36,257,81,415]

[x, y, w, h]=[218,194,301,285]
[x, y, w, h]=[33,253,81,415]
[x, y, w, h]=[184,188,240,242]

[x, y, w, h]=[219,194,301,285]
[x, y, w, h]=[35,253,80,415]
[x, y, w, h]=[187,188,243,241]

[x, y, w, h]=[220,195,301,285]
[x, y, w, h]=[35,253,82,415]
[x, y, w, h]=[190,187,244,239]

[x, y, w, h]=[220,197,302,283]
[x, y, w, h]=[46,248,87,415]
[x, y, w, h]=[195,186,243,237]

[x, y, w, h]=[220,197,302,283]
[x, y, w, h]=[47,249,87,413]

[x, y, w, h]=[219,198,303,284]
[x, y, w, h]=[47,249,87,412]

[x, y, w, h]=[48,248,89,414]
[x, y, w, h]=[219,197,304,284]

[x, y, w, h]=[50,251,94,412]
[x, y, w, h]=[220,198,304,283]
[x, y, w, h]=[28,215,51,244]

[x, y, w, h]=[52,252,98,412]
[x, y, w, h]=[221,199,302,283]

[x, y, w, h]=[54,252,100,414]
[x, y, w, h]=[215,189,307,295]

[x, y, w, h]=[56,252,102,415]
[x, y, w, h]=[216,190,307,295]
[x, y, w, h]=[280,317,334,409]

[x, y, w, h]=[58,251,102,415]
[x, y, w, h]=[223,197,303,283]
[x, y, w, h]=[307,238,362,415]

[x, y, w, h]=[60,251,104,415]
[x, y, w, h]=[300,242,359,415]
[x, y, w, h]=[226,197,304,283]

[x, y, w, h]=[298,242,354,412]
[x, y, w, h]=[62,252,106,415]
[x, y, w, h]=[227,197,306,284]
[x, y, w, h]=[73,194,95,218]

[x, y, w, h]=[299,243,347,415]
[x, y, w, h]=[67,252,109,415]
[x, y, w, h]=[220,184,316,292]
[x, y, w, h]=[72,194,94,218]

[x, y, w, h]=[68,252,112,415]
[x, y, w, h]=[228,199,306,283]
[x, y, w, h]=[287,251,341,415]
[x, y, w, h]=[73,194,94,216]

[x, y, w, h]=[67,254,114,415]
[x, y, w, h]=[228,200,306,284]
[x, y, w, h]=[282,253,339,415]
[x, y, w, h]=[72,194,95,217]

[x, y, w, h]=[69,253,116,414]
[x, y, w, h]=[227,201,308,285]
[x, y, w, h]=[275,260,334,415]
[x, y, w, h]=[253,297,343,415]
[x, y, w, h]=[73,194,96,217]

[x, y, w, h]=[75,250,121,415]
[x, y, w, h]=[227,200,307,283]
[x, y, w, h]=[271,263,329,415]
[x, y, w, h]=[312,295,348,415]

[x, y, w, h]=[77,249,120,415]
[x, y, w, h]=[225,199,303,283]
[x, y, w, h]=[267,269,332,415]

[x, y, w, h]=[77,249,121,415]
[x, y, w, h]=[225,196,295,286]
[x, y, w, h]=[260,185,343,242]
[x, y, w, h]=[266,266,328,415]

[x, y, w, h]=[79,250,121,415]
[x, y, w, h]=[225,196,294,284]
[x, y, w, h]=[263,185,344,242]

[x, y, w, h]=[81,249,125,415]
[x, y, w, h]=[265,186,343,242]
[x, y, w, h]=[226,200,301,282]
[x, y, w, h]=[176,187,196,209]

[x, y, w, h]=[83,249,127,415]
[x, y, w, h]=[267,184,346,243]
[x, y, w, h]=[227,198,299,283]
[x, y, w, h]=[248,262,309,415]

[x, y, w, h]=[86,250,131,413]
[x, y, w, h]=[271,184,345,243]
[x, y, w, h]=[226,197,300,281]
[x, y, w, h]=[240,263,305,413]

[x, y, w, h]=[270,183,349,244]
[x, y, w, h]=[87,252,134,414]
[x, y, w, h]=[234,260,300,415]
[x, y, w, h]=[226,197,300,281]

[x, y, w, h]=[273,184,348,242]
[x, y, w, h]=[87,251,135,414]
[x, y, w, h]=[225,199,304,281]
[x, y, w, h]=[230,264,295,412]

[x, y, w, h]=[277,185,349,242]
[x, y, w, h]=[90,250,137,414]
[x, y, w, h]=[224,197,302,282]
